,ACH-000147,ACH-000624,ACH-000028,ACH-000277,ACH-000117,ACH-000097,ACH-000212,ACH-000856,ACH-000849,ACH-000768,ACH-000783,ACH-000573,ACH-000643,ACH-000352,ACH-000276,ACH-000019,ACH-000223,ACH-000374,ACH-000288,ACH-000711,ACH-000927,ACH-000759,ACH-000721,ACH-000934,ACH-000330,ACH-000859,ACH-000699
BAG3,0.35480572597137017,0.7269938650306749,0.4815950920245399,0.5184049079754601,0.4867075664621677,0.3179959100204499,0.5623721881390593,0.254601226993865,0.39059304703476483,0.565439672801636,0.7770961145194274,0.7269938650306749,0.46421267893660534,0.8640081799591002,0.23721881390593047,0.7883435582822086,0.3967280163599182,0.5593047034764826,0.5879345603271984,0.6094069529652352,0.17177914110429449,0.45194274028629855,0.35173824130879344,0.5940695296523517,0.532719836400818,0.5930470347648262,0.516359918200409
CASP10,0.012269938650306749,0.09100204498977506,0.02044989775051125,0.034764826175869123,0.006134969325153374,0.024539877300613498,0.03680981595092025,0.06952965235173825,0.2229038854805726,0.03885480572597137,0.016359918200409,0.05214723926380368,0.0787321063394683,0.02965235173824131,0.003067484662576687,0.028629856850715747,0.10531697341513292,0.07157464212678936,0.002044989775051125,0.07975460122699386,0.02044989775051125,0.028629856850715747,0.04396728016359918,0.007157464212678937,0.024539877300613498,0.17995910020449898,0.03374233128834356
SMC4,0.8098159509202454,0.810838445807771,0.754601226993865,0.7862985685071575,0.7208588957055214,0.8261758691206544,0.6922290388548057,0.8517382413087935,0.7535787321063395,0.7719836400817995,0.7188139059304703,0.6206543967280164,0.8241308793456033,0.8271983640081799,0.8404907975460123,0.6840490797546013,0.8721881390593047,0.8711656441717791,0.8323108384458078,0.7556237218813906,0.8394683026584867,0.5991820040899796,0.8241308793456033,0.7269938650306749,0.8149284253578732,0.7811860940695297,0.8466257668711656
NUP85,0.7709611451942741,0.7188139059304703,0.66359918200409,0.6063394683026585,0.47648261758691207,0.7832310838445807,0.745398773006135,0.6319018404907976,0.7014314928425358,0.721881390593047,0.65439672801636,0.581799591002045,0.7034764826175869,0.7116564417177914,0.7300613496932515,0.6503067484662577,0.5858895705521472,0.8496932515337423,0.6114519427402862,0.721881390593047,0.5122699386503068,0.5419222903885481,0.7433537832310838,0.7770961145194274,0.6267893660531697,0.6288343558282209,0.7044989775051125
FEZ2,0.20552147239263804,0.7331288343558282,0.42024539877300615,0.30368098159509205,0.3496932515337423,0.3118609406952965,0.8660531697341514,0.42535787321063395,0.5531697341513292,0.5838445807770961,0.2719836400817996,0.5378323108384458,0.5388548057259713,0.37423312883435583,0.4591002044989775,0.37116564417177916,0.26789366053169733,0.3159509202453988,0.434560327198364,0.5388548057259713,0.34151329243353784,0.4498977505112474,0.3936605316973415,0.35787321063394684,0.19325153374233128,0.3997955010224949,0.4059304703476483
ARHGAP1,0.7239263803680982,0.3333333333333333,0.65439672801636,0.6942740286298569,0.4703476482617587,0.4130879345603272,0.418200408997955,0.5296523517382413,0.5030674846625767,0.46830265848670755,0.5061349693251533,0.5214723926380368,0.37525562372188137,0.6707566462167689,0.5797546012269938,0.5449897750511248,0.4212678936605317,0.5368098159509203,0.4897750511247444,0.6022494887525562,0.6370143149284253,0.7730061349693251,0.42024539877300615,0.5122699386503068,0.34355828220858897,0.45296523517382414,0.3660531697341513
HIF1A,0.5470347648261759,0.5685071574642127,0.47443762781186094,0.6738241308793456,0.6922290388548057,0.5122699386503068,0.6779141104294478,0.6083844580777096,0.6942740286298569,0.8425357873210634,0.3895705521472393,0.7208588957055214,0.5337423312883436,0.5695296523517382,0.7709611451942741,0.7075664621676891,0.745398773006135,0.6646216768916156,0.7239263803680982,0.558282208588957,0.7862985685071575,0.6830265848670757,0.43047034764826175,0.7627811860940695,0.6656441717791411,0.8558282208588958,0.8231083844580777
PAF1,0.6871165644171779,0.6942740286298569,0.7556237218813906,0.7617586912065439,0.8323108384458078,0.5388548057259713,0.5961145194274029,0.6226993865030674,0.7678936605316974,0.7065439672801636,0.7914110429447853,0.4897750511247444,0.5296523517382413,0.50920245398773,0.6728016359918201,0.7811860940695297,0.8077709611451943,0.623721881390593,0.581799591002045,0.6492842535787321,0.6083844580777096,0.6584867075664622,0.5255623721881391,0.6676891615541922,0.6533742331288344,0.6482617586912065,0.5541922290388548
STX1A,0.17484662576687116,0.12985685071574643,0.43149284253578735,0.15337423312883436,0.37321063394683024,0.19222903885480572,0.16257668711656442,0.1196319018404908,0.14621676891615543,0.7044989775051125,0.28629856850715746,0.6329243353783232,0.25869120654396727,0.17791411042944785,0.5449897750511248,0.2965235173824131,0.12985685071574643,0.21063394683026584,0.1441717791411043,0.1738241308793456,0.4059304703476483,0.24846625766871167,0.3558282208588957,0.49795501022494887,0.18200408997955012,0.18200408997955012,0.418200408997955
SSBP2,0.48466257668711654,0.12474437627811862,0.22392638036809817,0.5081799591002045,0.5940695296523517,0.434560327198364,0.4120654396728016,0.5204498977505112,0.32004089979550104,0.13190184049079753,0.4938650306748466,0.1605316973415133,0.12474437627811862,0.6083844580777096,0.09100204498977506,0.3312883435582822,0.09202453987730061,0.03987730061349693,0.38650306748466257,0.08997955010224949,0.20552147239263804,0.4785276073619632,0.13496932515337423,0.4130879345603272,0.24948875255623723,0.13701431492842536,0.03987730061349693
RAP1GAP,0.07668711656441718,0.13496932515337423,0.3016359918200409,0.6431492842535788,0.3783231083844581,0.10224948875255624,0.04805725971370143,0.06032719836400818,0.06237218813905931,0.03067484662576687,0.1554192229038855,0.0950920245398773,0.07259713701431493,0.13394683026584867,0.13190184049079753,0.10736196319018405,0.09918200408997956,0.081799591002045,0.02044989775051125,0.06339468302658487,0.3261758691206544,0.13190184049079753,0.05214723926380368,0.5480572597137015,0.17995910020449898,0.1687116564417178,0.29141104294478526
KTN1,0.6768916155419223,0.778118609406953,0.6615541922290389,0.621676891615542,0.7750511247443763,0.8946830265848671,0.7147239263803681,0.8179959100204499,0.8077709611451943,0.8374233128834356,0.7474437627811861,0.6400817995910021,0.7617586912065439,0.8220858895705522,0.9008179959100204,0.7402862985685071,0.7413087934560327,0.8466257668711656,0.8353783231083844,0.4621676891615542,0.7433537832310838,0.8159509202453987,0.8445807770961146,0.6871165644171779,0.8343558282208589,0.8261758691206544,0.8752556237218814
UBE2A,0.5766871165644172,0.5501022494887525,0.7229038854805726,0.7137014314928425,0.7341513292433538,0.7770961145194274,0.7300613496932515,0.6319018404907976,0.8261758691206544,0.7699386503067485,0.754601226993865,0.6431492842535788,0.5899795501022495,0.7811860940695297,0.803680981595092,0.6595092024539877,0.630879345603272,0.778118609406953,0.8517382413087935,0.7372188139059305,0.621676891615542,0.7484662576687117,0.630879345603272,0.6104294478527608,0.6789366053169734,0.7740286298568507,0.7116564417177914
ATP6V0B,0.843558282208589,0.6840490797546013,0.8077709611451943,0.8640081799591002,0.8169734151329243,0.8537832310838446,0.8312883435582822,0.7423312883435583,0.8599182004089979,0.8343558282208589,0.7719836400817995,0.8926380368098159,0.7862985685071575,0.8476482617586912,0.8016359918200409,0.843558282208589,0.7351738241308794,0.7832310838445807,0.8711656441717791,0.8087934560327198,0.6646216768916156,0.7648261758691206,0.787321063394683,0.8548057259713702,0.8588957055214724,0.8077709611451943,0.7965235173824131
CTNND1,0.8476482617586912,0.8803680981595092,0.6073619631901841,0.787321063394683,0.6319018404907976,0.6042944785276073,0.6983640081799591,0.7586912065439673,0.7505112474437627,0.5725971370143149,0.7351738241308794,0.4550102249488753,0.7443762781186094,0.7699386503067485,0.8292433537832311,0.5930470347648262,0.787321063394683,0.7474437627811861,0.6339468302658486,0.7443762781186094,0.7903885480572597,0.7167689161554193,0.6728016359918201,0.6441717791411042,0.7525562372188139,0.8650306748466258,0.7484662576687117
NUP62,0.7269938650306749,0.7433537832310838,0.6431492842535788,0.7443762781186094,0.8047034764826176,0.5828220858895705,0.614519427402863,0.6830265848670757,0.6993865030674846,0.6809815950920245,0.7822085889570553,0.6186094069529653,0.6165644171779141,0.7300613496932515,0.6830265848670757,0.65439672801636,0.6922290388548057,0.8057259713701431,0.7413087934560327,0.7331288343558282,0.7055214723926381,0.6339468302658486,0.6993865030674846,0.7678936605316974,0.7678936605316974,0.7034764826175869,0.6278118609406953
HMOX1,0.1278118609406953,0.08282208588957055,0.06952965235173825,0.09713701431492842,0.48261758691206547,0.2280163599182004,0.12883435582822086,0.07259713701431493,0.18711656441717792,0.1390593047034765,0.34662576687116564,0.5777096114519428,0.0869120654396728,0.2249488752556237,0.09815950920245399,0.08793456032719836,0.1329243353783231,0.4918200408997955,0.8987730061349694,0.2668711656441718,0.0950920245398773,0.5061349693251533,0.5071574642126789,0.4263803680981595,0.14212678936605316,0.10736196319018405,0.7566462167689162
KLHL21,0.1554192229038855,0.3609406952965235,0.14314928425357873,0.21267893660531698,0.17586912065439672,0.17791411042944785,0.25869120654396727,0.12269938650306748,0.1278118609406953,0.37525562372188137,0.18302658486707565,0.2719836400817996,0.09100204498977506,0.12167689161554192,0.22699386503067484,0.14314928425357873,0.2392638036809816,0.27505112474437626,0.30879345603271985,0.15337423312883436,0.17280163599182005,0.08793456032719836,0.3445807770961145,0.2658486707566462,0.1359918200408998,0.16155419222903886,0.3220858895705521
COASY,0.83640081799591,0.6676891615541922,0.4233128834355828,0.44683026584867075,0.4110429447852761,0.6411042944785276,0.7024539877300614,0.5685071574642127,0.37627811860940696,0.49693251533742333,0.6349693251533742,0.6002044989775052,0.6441717791411042,0.5644171779141104,0.6779141104294478,0.5378323108384458,0.689161554192229,0.5316973415132924,0.48466257668711654,0.48057259713701433,0.3476482617586912,0.7300613496932515,0.7811860940695297,0.5511247443762781,0.6768916155419223,0.6073619631901841,0.5020449897750511
NET1,0.3670756646216769,0.8445807770961146,0.8353783231083844,0.6860940695296524,0.7535787321063395,0.3507157464212679,0.4775051124744376,0.6779141104294478,0.5777096114519428,0.588957055214724,0.7443762781186094,0.3394683026584867,0.8149284253578732,0.7382413087934561,0.8588957055214724,0.7208588957055214,0.4335378323108384,0.7914110429447853,0.5204498977505112,0.5705521472392638,0.712678936605317,0.8619631901840491,0.4867075664621677,0.6584867075664622,0.7044989775051125,0.6513292433537833,0.37116564417177916
IER3,0.8813905930470347,0.8609406952965235,0.8824130879345603,0.7903885480572597,0.7259713701431493,0.8875255623721882,0.8415132924335378,0.8640081799591002,0.9120654396728016,0.9049079754601227,0.7740286298568507,0.8844580777096115,0.8640081799591002,0.18711656441717792,0.8813905930470347,0.8936605316973415,0.8159509202453987,0.908997955010225,0.8773006134969326,0.8496932515337423,0.49795501022494887,0.696319018404908,0.4100204498977505,0.8210633946830266,0.8241308793456033,0.878323108384458,0.9028629856850716
H2AFV,0.8946830265848671,0.876278118609407,0.8895705521472392,0.8752556237218814,0.8895705521472392,0.8926380368098159,0.8609406952965235,0.9038854805725971,0.9028629856850716,0.8977505112474438,0.8895705521472392,0.8660531697341514,0.8977505112474438,0.8997955010224948,0.869120654396728,0.8752556237218814,0.885480572597137,0.8997955010224948,0.9028629856850716,0.8946830265848671,0.9049079754601227,0.8732106339468303,0.901840490797546,0.8875255623721882,0.8957055214723927,0.8885480572597138,0.885480572597137
