,ACH-000147,ACH-000624,ACH-000028,ACH-000277,ACH-000117,ACH-000097,ACH-000212,ACH-000856,ACH-000849,ACH-000768,ACH-000783,ACH-000573,ACH-000643,ACH-000352,ACH-000276,ACH-000019,ACH-000223,ACH-000374,ACH-000288,ACH-000711,ACH-000927,ACH-000759,ACH-000721,ACH-000934,ACH-000330,ACH-000859,ACH-000699
UBE2C,7.86783470347,6.98902544063,7.07028198052,8.46556640481,6.64169052256,7.54156130132,7.61911951145,7.70106382617,7.58848978247,8.6064052127,7.43254190039,7.67856492952,6.67793101005,7.28364401937,8.39150138234,7.21169365139,8.29061792495,7.57387436568,8.48988809048,8.99729240764,7.65499397296,7.21451341008,7.90074607531,7.51617277553,7.72730785965,8.06328721221,7.35834351034
NUDT9,4.81455042346,3.56193705962,4.91504279137,4.93451650159,5.15258906929,4.25323293854,4.41345868801,5.67638025547,3.57167680997,4.46270675067,5.09085343045,4.6287735952,3.63923216325,3.5885647374,5.02945288579,4.33913738492,4.54966917073,3.62527048937,4.21179097625,3.62293035092,4.00360223668,5.24906603386,4.43829285158,4.80167602925,4.88898672119,5.18863829456,4.68537955196
PRPF4,5.44327511177,3.86294724802,5.19613488077,5.4110872268,4.90110824301,4.25096157353,4.68032435684,5.124328135,4.35825558671,5.52293456094,5.25587835258,5.88068552526,3.74092756032,4.66448284036,5.2979250525,5.40190347161,5.63749432521,5.11727946005,5.42425028608,4.80838505066,4.49761236562,3.6264391367,5.20672135743,5.64875303299,4.88264304936,5.61117238004,4.55826763406
C2CD2L,4.9855004303,2.01435529298,3.65420637794,3.16671544497,4.02591469875,4.13914201915,3.00360223668,3.264536431,4.23112515788,4.13504228623,3.71369581484,2.64616265716,1.71369581484,4.10013667129,2.72683121703,3.49952702422,4.224966365,2.11769504267,3.14241343787,2.47508488295,3.98641093525,3.60525726294,2.53853816363,4.38335869539,3.59812695992,2.93734439215,2.2779847473
GRN,8.15132103341,7.78607355158,7.30487605004,6.0071955014,5.35684807924,5.19258872157,7.67715584112,7.90725122429,6.85996954822,7.77840572424,7.2815128018,7.56666296296,8.58612670654,6.93946167836,7.71719658721,7.78240856493,7.97257778518,8.60747827488,6.98913900737,6.48333211127,6.30305008468,6.78070379397,7.12990118237,7.1122831086,6.06307144984,7.87159726561,7.71760788486
SKP1,9.00056344271,7.32580013708,8.87270565744,8.88355972526,9.48502423332,9.28375975626,9.41966529033,9.2615073092,8.89575702779,9.19682340065,9.62413745882,8.59013789205,7.64724254571,9.09008594795,9.50299087952,9.43677399512,9.23689915618,8.86798909983,9.37332194999,8.62746092713,9.3846974232,8.79960542245,8.55504921281,8.8498741938,8.53574194108,9.23878685959,8.90355049985
CCNA1,0.0285691521968,2.70043971814,0.238786859587,0.0285691521968,0.0565835283664,0.0,1.22650852981,0.0285691521968,0.344828496997,2.59454854955,0.0,1.33913738492,0.443606651476,0.62293035092,2.5484366247,0.790772037862,1.22650852981,1.0071955014,2.31614574229,0.321928094887,0.0285691521968,0.0285691521968,0.0,0.985500430305,0.0426443374085,0.2750070475,0.526068811668
SQSTM1,6.77491880656,7.09180559969,7.21926534238,7.14557556635,8.37412659455,6.97131362407,7.65420637794,6.82298501855,7.93610787203,7.85630101883,7.1030779466,11.2831462449,7.52677308068,7.57742882804,8.88575737395,7.37016428054,9.21281249107,8.54059303658,8.5683741873,8.04837788441,7.68880979144,7.89542381038,8.16037568744,8.58946389296,6.0369428448,7.55933884761,8.38685404738
ARHGEF12,4.86195536414,4.19613488077,3.92694824795,3.87970576628,4.61176256006,4.81557542886,4.74469931421,5.18903382439,5.19770815796,5.72683121703,4.84999925947,3.53480866123,3.88459792099,5.78214642355,4.11769504267,3.516015147,5.06393430575,3.80838505066,4.86294724802,4.529196268,4.81147103053,3.88557436437,4.43028527298,4.47961860847,4.7580899342,4.90640961709,4.41142624573
SH3BP5,3.80322703643,2.83995958749,5.96924260443,4.464668267,3.95977015521,3.65076455912,3.31034012061,1.87578006307,3.11436702495,2.62993940944,4.40258575823,4.27872821294,3.47767732757,5.47864829454,5.07980475464,7.07456965747,3.45549162063,3.41953889151,2.19534759832,5.48123434953,4.46270675067,5.21451341008,2.12763327973,4.67299099383,4.29351763042,4.20945336563,4.08915913191
