Gene,AB521M,AB551,AB555,AB559,AB580,AB630,HCI001,HCI002,HCI004,HCI005,HCI006,HCI008,HCI009,HCI010,HCI011,HCI014,IC006,IC007,STG139,STG139M,STG143,STG195,STG201,STG282,STG316,STG335,VHIO006,VHIO039,VHIO089,VHIO093,VHIO094,VHIO098,VHIO102,VHIO124,VHIO131,VHIO161,VHIO169,VHIO179,VHIO244
E2F2,8.40625809414685,8.77262432564889,9.06790907991817,10.0831237579381,8.62897563367062,9.481284516802779,9.68986697645658,8.03728144588042,8.336742765147429,8.56928468494535,9.28540002011199,8.757341390817231,8.23760118474021,8.855236956609481,8.98166215008341,8.884720900111141,7.72290161434871,8.66195604184524,8.39652505228782,8.19200019843831,7.9447548300805995,8.224880047324831,10.1039079249364,9.289658327905249,9.913395825025109,9.20751866798703,9.024467708627869,9.093923136569279,11.4831506966715,8.831680671244591,9.76995441704267,10.800040078903502,8.45529242918236,10.9255284084083,9.46114491665008,9.73756760434026,8.6276461753773,8.64796440342686,9.06219508190784
SYPL1,10.6601612602119,10.3242829286196,9.76197624623488,10.2031248782065,9.47829756382561,9.044272024947011,10.6819068778581,10.3882155128602,10.503488182106802,10.2889693848755,10.949997333061399,11.375750041763899,10.7290775541443,10.9933473127237,8.6869400685377,11.1581732908273,10.7152918329482,11.052639790473302,10.3581534405535,10.9707209784225,10.8429871511396,10.6552920657626,11.9816204242292,10.0242957354162,10.376455884020599,10.2401800209349,10.620159097018199,9.9366208175289,7.43456010429693,9.65530343569325,10.5812654751567,9.661958694112618,8.46327886116361,9.36870029189882,8.51325915533676,9.023683649576869,10.6306547751937,10.823393847585699,10.8901747468882
CYB561,9.51781377650326,10.1250069237507,11.331555149344899,9.12031117760732,10.885373389924,9.15483534706683,8.62934609859493,9.369746018652519,9.54483934066292,10.0783839557704,10.8614859561339,10.0528772534298,10.0473739434443,7.809440890868469,10.566347382270301,10.3076595491546,10.274571679292901,10.739888654885002,8.8801432515934,8.88504298519262,9.72950136820555,9.83030299897256,8.54808389939284,8.98618489024585,8.32225472472531,9.364183230336991,9.82160794006247,10.897038117349801,8.59467648451054,9.73258472105905,8.8739538330745,9.385079938476641,8.6044121186853,7.710731342366,9.88793009445341,9.27269463615075,8.10787966004799,8.59965960708572,10.5148994545069
UBE3C,8.37059208513487,8.50771753337672,8.11439478743689,8.44707073765854,8.96492619399192,7.95802788992059,8.427498236575769,8.87215730108727,8.046637585473759,8.612509892175371,7.82559736726563,9.117698025825009,8.87829088952177,8.980140286376571,8.63144949752291,8.931363024378259,9.51936553416024,8.221232282501251,8.38889406887041,8.8468071618219,8.66798017533598,8.61782758028774,8.76335637136595,8.03255851222311,8.64801403325842,8.71126811188525,8.73291194369968,8.51158687420745,8.355509432181599,9.02186389507103,7.90515731871609,8.90925950074317,7.37029414611785,9.81065570951118,7.749980686444871,8.13757810179695,7.716608378745789,7.82166705107498,8.35975492371281
NCAPD2,8.62042943648188,7.76886439416579,8.04864534354155,10.0694410723768,7.93690645153233,9.66190936754497,9.10656711764256,9.25521947399292,8.44790043917315,8.907092670866039,8.27678409174103,8.09136713664279,7.707560142192099,8.64500285506835,9.100852927589509,8.238276022674281,8.29036009985745,8.97831938444688,9.46416325821887,9.53106481513559,8.2877284133684,8.11095888389138,9.18114830258965,8.88283878917317,9.747469711029039,8.91973527737214,8.60954841374519,7.795662824907299,7.9384613838976,8.69073993890388,10.3852460406412,9.00502637121554,9.19798232901468,9.359161663643949,8.48980368880061,9.05150735803068,8.6878341637041,8.91127155617812,9.17266341118832
NISCH,8.2252759578568,8.184679575827639,8.88752246977362,7.992261849610619,8.42171813157588,8.374490976398151,7.89706466756999,8.383111790791549,8.53101979044339,8.56000238228173,7.6781000192606,8.66176057957298,7.66942857218849,8.22316926670844,8.36747717264645,9.34144065005837,8.062576500863,8.11906012100293,8.825474317014741,9.057474720627491,8.5237492474395,8.462131231544241,8.389722833236151,9.313991815538131,8.30639446090912,9.02890609297782,9.620879087741539,8.74097704008121,8.4050745769017,8.50585441196516,8.50370197776961,8.58879577518259,9.3909345703632,8.63212342773644,7.987980054306231,8.85099321576101,7.8840432358829595,7.88110722438979,7.5102235163676205
BTK,6.2273636196893705,6.03538576033398,6.08073832281618,6.10703905586819,6.2063127953773,5.91926977631712,5.91215086623337,5.980093635481841,7.69267358670948,5.87578959904965,6.14256760697003,6.10227070631242,5.9542254387729505,5.89146014557576,6.034900701802349,5.94766436120015,6.19744560295159,6.01299474595202,5.94707427639824,5.87945624408634,6.00703408624947,5.88243021214931,5.998493130589679,6.00557585654309,6.19750276253464,5.8351845286825395,5.815287555509241,5.6992989452372305,6.21777201737295,6.04295457061161,5.98738323648675,6.02536731119544,5.87538020426942,5.818907901611411,6.042720913597259,6.798507476892341,5.84050034283144,6.022159740135269,6.11633733059726
FYN,5.966119685074481,5.9029100364395495,5.933388765648509,6.4297859893939995,6.289721960647009,9.072839617260001,6.8909395534123,7.70853713921026,7.4358962078858495,6.276210808812691,5.66244842230857,6.8674428718322895,6.211456842974029,8.1089691758817,6.12495003376224,5.81774117725497,5.9404112181882,5.9411750389126095,7.385823333869831,7.31811799038446,5.98331964828541,5.88300117293075,8.90085822659794,8.18548942455006,6.47036166388386,6.8832819438126505,5.9934213490094805,5.84488727160543,9.06577836606304,7.626894189629719,6.19722997575016,6.265255945614441,6.577751975115401,7.3510893341733095,6.0725235952141,7.1741147623779495,7.2575591655752,6.97480766801978,6.16781818780726
AKAP8L,7.419413144762861,7.0911245283095,7.13570210759551,6.971056960242981,7.29095878439502,6.66732026909986,7.554799031844679,7.3228871465540495,7.31503337895942,8.013651642656619,6.94593647721112,7.49294676398578,7.352724919353791,6.65294035187885,8.124086520099809,7.223187202610309,7.00300454488661,7.294098285298049,7.462722457103371,7.423599905705661,6.96278575072479,7.116329349707151,7.1672432682907,7.790872203811309,7.20162506868138,8.85652252484941,7.56342545163121,8.21676102986823,7.50246400085727,7.24026247875824,7.46588252069524,7.51714607896672,8.11275729494541,7.4271338474200705,7.75615115444584,6.948008410084901,6.77306025184621,7.1966262929086104,6.9162373290469406
BRCA1,6.74263072072857,7.1227088087187,7.894912250146611,5.42324029809757,6.217179766167151,7.49942811872315,7.049344766901059,7.052220851221781,7.899202795683651,7.573160619250441,7.90967788716592,6.1579825482226695,6.472243514073219,6.4474182808319105,6.59375447587124,6.77312483752064,6.68499815770455,6.87814085511649,6.86798794647732,6.97079358093547,6.6662282989165105,6.71759973474922,5.55121700974631,6.89858691288753,6.97845485151462,6.9266926005059,7.446895163193389,7.38743570978742,6.09645955657128,6.90557838709937,6.49691968844921,7.256291881086769,6.95477280095237,6.323851461407111,7.60684262526438,6.84450391970986,7.530446743418209,7.566323025195321,8.70658579427726
UBR7,9.2859897797225,8.74298729634765,10.1943924048529,8.80529087089669,10.4227185980778,9.76941371406641,9.280162095272312,7.9919808034826305,8.77261227875549,8.99639952263285,9.54174212692021,9.1550104053574,8.34931947920764,9.28862994225157,8.83975240035263,9.642296115150462,8.59601442995163,9.15912083206745,9.472937214189251,9.191252616357911,9.321885856074369,9.0273890321246,8.12327331549925,8.048897210357401,9.095907217576778,8.27051666450755,8.8497877841332,9.13653864775091,9.19106652227521,8.96590892279484,7.929762249471941,8.87925425797167,9.640068077229039,8.202315114248309,9.42547019716483,9.15358197470836,9.26188302800668,8.78975554938056,9.688394982314401
MVP,6.6275427154588,9.516701411584341,7.9920192946684505,7.0362086467598495,6.827904917749961,6.20255148583691,7.66772304046856,7.13044855920434,6.83621385329607,9.09222344168102,8.2318307974453,7.92377573730351,9.610565983685948,7.512782744966509,7.68390745343284,9.07367264358761,9.546390374649288,7.95894719882499,7.647400122835831,8.0282937749261,8.70391965354998,9.87900200397951,8.078849736954089,7.8874354817521795,7.82637773649175,7.69785421770605,8.69443025915306,7.28266903524899,9.57919855970894,6.697231968183121,8.235230433439058,7.324055493108519,6.44750526332704,7.06915078307856,9.532397543914538,8.99478928575176,8.264763111483001,8.822426206306,7.22041067797323
HEBP1,10.014945698319199,9.79721130817346,10.3140807918142,11.7381402059164,10.488083568442802,8.46185423972242,9.648116069280722,10.4666948739255,9.505136379183698,10.11389605914,11.127319787485302,9.66467295083443,10.6062464886815,9.24411525093168,9.196027219487,10.302216743534599,10.8303059986921,10.949246681441,9.745155986783741,9.77260992736315,11.3605903327485,10.0347984745818,9.65177993390157,9.383374690184642,10.612469314517302,8.12898751306352,10.558021334042401,9.107626162271071,9.767582778768029,9.761656175482381,8.78969583408833,8.90289632848615,10.2335685739936,9.14668801514668,10.9715332355143,11.193049467738499,9.25121041874967,9.248676366519641,10.029336532809198
MAMLD1,6.12185543219497,6.01296621934104,5.98848524723122,8.34337212676051,6.66807323136626,6.17480413638222,7.4092090660933305,6.99349780726987,8.31175207774195,6.52458639942299,6.686547573361451,6.485580128094621,6.01342463288676,6.82093183046376,5.89528218421064,6.35150245500777,6.84707757758584,5.872474227883611,8.809734772352849,7.61194644063342,6.013757548226769,6.276868939324171,7.385636793671299,8.01555763655276,8.00830908748986,7.806059795584151,5.983769119407389,6.866187500270599,7.03129523774388,8.68491536411455,6.919288350031151,7.2959440724381395,7.67282188271588,7.32017315246105,9.70398054582764,6.16627301416666,7.24759778264166,7.514553393957571,6.052649975349389
CAPN1,9.8587505380531,7.72572403542953,9.344675919646571,9.64403194686114,8.71786314724743,8.354854681908929,9.146247418815769,8.90870447945874,9.36620868600785,8.96012986863067,9.111839937655681,10.1519353979947,9.7304768620724,8.8158100368685,9.5925816444624,9.65802097977541,9.91097655403189,9.556052443242221,9.34087715551767,9.47650553341108,9.92130154514349,9.14962710867676,9.501460252851501,9.402765993559571,9.193819554447321,9.480178022663491,9.32946552627291,9.28540002011199,9.33493196486857,9.596988734013221,9.38386368694591,9.683533254154892,9.324573401836599,9.379070805922439,8.88981098924003,8.76331914918228,9.1371445632012,9.629929106434599,9.738594253170222
BID,8.56613104736194,8.899975766814011,6.318639359488451,8.913140965270369,8.02355066392157,7.14399708100144,8.9364825380105,8.728223103442,8.75248971460151,6.19472061703091,6.797035568920441,8.29891743689856,8.052275330420441,8.19377813501232,8.3067556465135,8.161880888670959,8.27959988283061,8.304329889570889,6.73279992576543,7.041831179031139,7.46428430279951,7.82487825487844,8.66252841369477,8.96100662400158,8.891957788472231,8.97784853508606,7.21592827107543,6.96934806401091,8.345459292351629,9.14241879137406,8.800562088838552,9.79700667080034,8.19397903104708,9.44826968252671,6.31046841818923,8.39954524935537,8.61951282332014,7.716850977851481,8.30284310801158
NUDCD3,7.81622073014526,7.60904956572057,7.65428538673702,7.41337865963637,7.86233999338677,7.56245341373603,8.35339852351955,8.739484772584941,7.75992697893633,8.51822898288844,7.425248939011401,7.87399530047306,9.29380688662104,8.21914215583349,8.84170791210424,8.69443025915306,9.14935566110447,8.398815706588652,8.454308981919759,7.542243562755929,8.5375645703593,8.32662796963041,8.38057093416564,8.146024780748531,7.64661655513667,7.790355922535549,8.11176324355166,7.33621636963686,9.137809284589599,8.260507113924131,8.28106311478495,8.32226671943218,9.046150789548141,7.627956171863179,8.45335971070869,7.66617322277608,7.97823884335319,8.65052776841349,8.052813758127
ATP2C1,8.91554247748053,8.42815710090956,8.16334517960896,9.132362359362741,8.45900831101548,9.49807520217239,8.843237846168881,8.3506808140797,8.10084284947324,7.66589595388249,8.15309795818457,8.226383016477701,8.463332014637281,9.30813824264941,7.1099375889034295,7.61272621913556,8.73989390686815,8.89298862414274,8.71118432670559,8.948831967786731,8.36950360986239,8.33243865065253,8.38861329750234,7.8586486061163,8.94341569422526,7.84390689595705,7.9543751278503,7.4046628827622305,7.830673425072121,8.13054563991145,10.151667190625,9.657767955323699,8.08702683200856,8.61029295012805,7.56120078183557,7.82315357058651,8.33919945362209,8.86868741109456,8.152172852351919
MNAT1,7.50022935792369,7.89403776115813,7.972581777112089,7.868243461765551,7.9027957023886595,8.22416060062953,6.75134832368117,6.325121215722719,7.221000057034451,7.22562463058017,9.26308221049548,7.07274213308882,7.43495815982111,8.3709210059938,6.92551632784286,8.38480721949467,8.02247701311332,8.88784433156057,7.000669309778429,7.05644770256974,7.419231948382911,7.53506793172239,7.099017261981679,6.73273332772705,7.178351498532809,7.800705234697911,7.41990881962682,7.45880531797825,7.00777066614948,7.860349347016469,6.78772088949479,7.150788613302081,8.16125059084017,7.569399077517611,7.958324202531379,7.32362162892709,7.908502476984579,7.42607865049965,9.12411671459685
ZDHHC6,8.44822688413201,8.81531572108615,9.44588697827902,9.81904902496713,9.28679445587081,8.95569237705367,9.03911533669429,9.11875518599382,8.75634774457922,9.12648513232159,8.362470964702599,8.78242202065497,8.63326010202144,8.71136238772219,9.415740221880109,9.41123494559757,9.005239370492712,9.344831138083029,9.634424536392789,9.51469655109494,8.9383584283728,9.11198569323741,9.40762332205153,9.439135697373699,9.83142612141996,8.89602806517442,9.01763517997216,8.84090652776908,9.406734988709882,9.1311299259015,10.287542325686001,9.159107844841119,8.78192533016307,9.112771922873279,9.55008811087716,9.6005045414054,9.354957788460311,9.15788818772284,8.76436644743909
RNH1,7.96228063874374,8.41320743323707,8.004497203521419,7.72996735879507,7.862836989025659,7.93795787772236,8.13434864412381,8.800406549198108,7.63680050968009,8.54617909818921,8.56349849570204,8.5749029794753,8.38515951348581,8.61142697401639,7.777156866458,8.10505866404394,7.90098606203784,8.39178021798792,7.995218371529959,8.09704897478766,8.7820733330217,8.52675062807266,7.8600424279210594,8.36394823881395,8.52557505217721,8.169464247108388,8.93535327319671,8.470816847314559,7.56463914994986,7.90169877113563,8.180301609995231,8.53243091754597,7.45832382184955,7.27681147368474,8.01881774733368,7.80867481785764,8.03597275394157,8.875298214755679,8.33606720662306
ALAS1,6.338999423921651,6.856936553393131,6.47937522298463,6.336587075421,6.5268364040400995,6.3145929173913,6.4848474079448,6.1982578404129,6.349203329190531,6.36651520036599,6.359125866537191,6.23375211710113,6.704634215944769,6.51732815122837,6.12812787727916,6.973947005117611,6.440353662003959,6.47525803008196,6.34665283359746,6.38917361169549,6.713981227513419,6.50287860795396,6.57980736290712,6.8652125761087,6.5302471621754,6.83600084790534,6.46839728880738,7.14419776284533,6.00760100678882,6.5053329467907,6.73056477092686,6.72121911887238,6.12736964290853,6.2547706153102505,5.90302775580461,6.33685180091863,7.045261540976941,7.20310414186848,6.34136625458234
