,Unnamed: 0,row_name,smiles,auc
139,3052,ACH-000856,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.53936242285658
140,3067,ACH-000711,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.26754629172215
141,3089,ACH-000643,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.23768713522233
142,3093,ACH-000019,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.30551664765341
143,3099,ACH-000759,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.11507671203944
144,3107,ACH-000352,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.32654473149166
145,3113,ACH-000276,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.48507725000057
146,3157,ACH-000223,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.45764514166424
147,3306,ACH-000277,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.51176932083603
148,3308,ACH-000117,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.65357516804249
149,3380,ACH-000624,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.37476182029274
150,3386,ACH-000849,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.54936701383302
151,3399,ACH-000768,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.46538649626052
152,3416,ACH-000783,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.27782999108054
153,3417,ACH-000573,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.27037057264886
154,3444,ACH-000288,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.28495562952828
155,3450,ACH-000927,[O-][N+](=O)c1cnc(s1)N1CCNC1=O,1.16208721958382
156,3478,ACH-000212,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.5611116475769
157,3483,ACH-000856,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.48370330506999
158,3495,ACH-000711,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.55498033908874
159,3520,ACH-000019,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.46906972288974
160,3527,ACH-000759,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.03268789782444
161,3543,ACH-000276,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.53225683192106
162,3583,ACH-000223,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.55515582757369
163,3703,ACH-000147,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.28646088854391
164,3721,ACH-000277,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.61047268380681
165,3724,ACH-000117,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.29516233925557
166,3726,ACH-000097,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.23569236638113
167,3786,ACH-000624,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.43267025632066
168,3792,ACH-000849,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.45857445534106
169,3804,ACH-000768,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.51587156808245
170,3820,ACH-000783,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.22097200700536
171,3847,ACH-000288,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,1.22237402934606
172,3876,ACH-000212,COC(=O)C(C1CCCCN1)c1ccccc1,1.29938030140117
173,3880,ACH-000856,COC(=O)C(C1CCCCN1)c1ccccc1,1.2256638402948
174,3896,ACH-000711,COC(=O)C(C1CCCCN1)c1ccccc1,1.1609791693834
175,3919,ACH-000019,COC(=O)C(C1CCCCN1)c1ccccc1,1.36453757455307
176,3923,ACH-000374,COC(=O)C(C1CCCCN1)c1ccccc1,1.44963766900398
177,3926,ACH-000759,COC(=O)C(C1CCCCN1)c1ccccc1,1.11875549053553
178,3937,ACH-000352,COC(=O)C(C1CCCCN1)c1ccccc1,1.18747585129147
179,3943,ACH-000276,COC(=O)C(C1CCCCN1)c1ccccc1,1.1866858284107
180,4098,ACH-000147,COC(=O)C(C1CCCCN1)c1ccccc1,1.3636812128761
181,4118,ACH-000277,COC(=O)C(C1CCCCN1)c1ccccc1,1.35685178660596
182,4122,ACH-000117,COC(=O)C(C1CCCCN1)c1ccccc1,1.39684530849067
183,4126,ACH-000097,COC(=O)C(C1CCCCN1)c1ccccc1,1.26619024524879
184,4195,ACH-000624,COC(=O)C(C1CCCCN1)c1ccccc1,1.40904050337811
185,4202,ACH-000849,COC(=O)C(C1CCCCN1)c1ccccc1,1.39894817040724
186,4214,ACH-000768,COC(=O)C(C1CCCCN1)c1ccccc1,1.35404057618218
187,4230,ACH-000783,COC(=O)C(C1CCCCN1)c1ccccc1,1.36856205164624
188,4231,ACH-000573,COC(=O)C(C1CCCCN1)c1ccccc1,1.23578249377918
189,4258,ACH-000288,COC(=O)C(C1CCCCN1)c1ccccc1,1.27935571562308
190,4264,ACH-000927,COC(=O)C(C1CCCCN1)c1ccccc1,1.28612949378904
191,4294,ACH-000856,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,1.06270691273504
192,4308,ACH-000711,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,1.41967026636791
193,4328,ACH-000643,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc1cc(O)ccc31,1.13714758677626
